0,0 545 729 879 989 1045 1076 1076 1332 1351 1455 1457 1530 1530 1640 1705 1869 1869 1978
1,0 157 532 763 901 1163 1273 1525 1530 1684
0,0 87 107 123 145 281 365 739 878 1316 1318 1388 1389 1461 1684 1699 1845 1974
2,0 0 44 88 119 290 326 376 487 532 729 752 930 1004 1047 1125 1163 1282 1349 1388 1423 1530 1710 1742 1775 1907 1990
3,290 726 973 1040 1163 1330 1407 1521 1530 1811
4,0 80 424 426 1163 1256 1530 1630 1691
5,0 0 77 119 119 244 249 264 298 351 412 412 500 568 568 732 860 946 946 1115 1163 1207 1356 1423 1432 1525 1530 1530 1605 1627 1869 1869 1987
0,247 249 878 1043 1140 1269 1320 1422 1423 1530 1610 1787
6,0 653 655 975 1043 1115 1163 1163 1226 1380
7,0 0 263 510 557 726 985 996 999 1140 1332 1345 1388 1452 1567 1610 1811 1974 1991
8,0 0 0 0 0 5 5 16 17 40 58 60 64 64 73 73 80 81 86 88 92 97 97 113 113 119 119 121 121 135 157 174 182 182 191 192 199 201 225 231 232 244 244 244 247 248 248 249 249 254 264 281 281 290 292 298 298 299 310 326 344 344 345 348 350 351 353 353 353 356 376 377 385 405 412 420 420 420 421 423 423 424 424 425 452 454 463 483 487 500 500 500 508 515 517 522 532 545 546 565 566 568 590 603 610 617 617 617 620 626 626 629 652 663 671 671 671 678 681 681 686 707 708 716 726 726 732 732 739 741 752 754 763 768 770 784 810 813 813 814 819 821 860 861 862 862 876 878 881 889 905 914 946 946 953 957 989 996 1001 1004 1004 1004 1010 1010 1010 1021 1022 1033 1040 1040 1040 1040 1042 1043 1046 1047 1048 1048 1054 1054 1075 1077 1094 1094 1094 1099 1104 1108 1125 1136 1139 1140 1149 1163 1163 1167 1167 1181 1181 1185 1186 1186 1186 1195 1202 1202 1208 1209 1212 1212 1220 1226 1227 1227 1234 1234 1251 1256 1256 1258 1263 1266 1273 1273 1276 1279 1280 1282 1282 1294 1295 1295 1297 1315 1326 1330 1330 1332 1335 1339 1345 1356 1362 1362 1362 1364 1364 1374 1374 1389 1411 1412 1415 1415 1415 1415 1423 1423 1424 1446 1457 1461 1461 1464 1473 1473 1481 1494 1500 1512 1523 1523 1524 1525 1525 1530 1530 1530 1530 1538 1542 1549 1555 1555 1569 1574 1574 1574 1574 1578 1579 1579 1580 1580 1581 1600 1609 1617 1617 1617 1618 1618 1627 1635 1635 1635 1641 1645 1645 1646 1647 1652 1652 1656 1678 1684 1687 1689 1693 1695 1695 1699 1701 1720 1732 1732 1732 1753 1753 1753 1775 1787 1787 1795 1795 1811 1811 1812 1815 1818 1820 1840 1848 1869 1869 1878 1887 1887 1888 1888 1890 1899 1899 1925 1936 1944 1972 1974 1976 1978 1983 1987 1994 1995
9,0 136 264 326 1267 1534
6,0 130 726 1784
4,0 248 369 603 983 1012 1297 1684 1753 1978
5,1814
2,0 425 739 862 1149 1163 1319 1907 1974
2,0 16 91 92 145 301 424 729 830 996 1043 1163 1350 1559
3,0 244 1108 1294 1306 1423 1530 1556 1811
7,121 350 1202 1282 1286 1790 1974
10,0 0 35 75 197 271 302 707 732 880 955 1046 1179 1202 1273 1315 1388 1436 1530 1604 1645 1811 1972 1973 1977
7,0 0 207 347 412 428 626 732 1010 1043 1257 1753
7,0 0 121 123 263 626 629 663 732 784 856 1034 1304 1315 1332 1423 1512 1530 1536 1601
11,0 0 160 182 317 759 814 1012 1227 1319 1332 1549 1569 1705 1811
11,0 107 290 347 672 729 1043 1133 1273 1380 1423 1487 1753 1775 1811 1812
3,0 0 157 160 247 330 379 405 424 501 707 716 760 826 901 1047 1048 1139 1171 1190 1257 1276 1303 1339 1345 1530 1530 1556 1647 1772 1991 1994
4,0 0 35 216 266 271 302 592 592 620 776 776 799 999 1032 1045 1163 1256 1259 1295 1424 1530 1641 1787 1815
9,0 369 729 901 1163 1273
2,0 0 35 121 121 501 521 930 930 930 1004 1094 1163 1258 1273 1374 1530 1559 1559 1753 1974 1977 1983
3,60 695 905 905 1407 1436 1514 1530 1530 1578
12,0 726 1530 1926 1930
2,0 0 0 160 179 201 269 309 317 325 369 369 384 392 425 426 441 494 510 681 707 726 726 729 729 732 749 783 795 880 930 932 955 961 985 996 1046 1055 1075 1075 1125 1163 1227 1261 1267 1273 1282 1349 1370 1374 1423 1487 1530 1533 1560 1627 1753 1756 1775 1864 1973 1977
5,0 271 353 479 640 1043 1163 1258 1355 1732 1983 1990
