16,1345 1530 1530 1536 1568
23:24:10,0 36 59 348 365 546 707 710 711 726 729 796 880 992 1140 1171 1213 1215 1267 1356 1530 1530 1611 1732 1767 1767 1815 1820 1834 1869 1869 1937 1944 1974
25,0 0 238 350 681 690 861 1028 1181 1181 1386 1386 1534 1990 1990
18,0 87 87 128 128 130 149 229 249 282 282 347 356 365 407 443 449 476 514 523 549 624 625 660 683 729 730 771 839 1001 1030 1179 1212 1319 1473 1507 1611 1732 1834 1919 1991
16,374 532 1077 1092 1171 1762
16,36 347 350 374 549 1593 1593 1662 1697
26:0,0 0 112 161 436 443 579 665 1346 1386 1386 1491 1530 1834 1834 1990
25,0 86 180 470 1432 1581 1697
68,0 59 157 194 303 443 449 508 532 557 660 711 814 819 846 955 992 1055 1115 1357 1411 1481 1530 1565 1698 1731 1869 1978 1990 1991
25,161 350 529 681 690 920 1181 1332 1530 1534 1579 1592 1990
16,0 119 154 244 274 347 347 374 691 723 839 860 861 1045 1046 1207 1267 1345 1578 1578 1592 1592 1593 1593 1990
42:0,0 17 86 161 354 409 409 410 449 497 506 546 589 729 881 890 890 891 992 1043 1055 1212 1213 1300 1341 1358 1438 1464 1513 1517 1530 1604 1646 1688 1713 1820 1834 1834 1869 1878 1925
2:25:27,0 0 128 161 161 282 350 356 379 385 424 491 532 536 616 637 665 702 729 778 784 835 838 839 980 999 1029 1055 1117 1186 1215 1215 1345 1357 1358 1467 1479 1530 1530 1536 1536 1687 1753 1978 1990 1990
25,86 470 739 1267 1432
16,0 0 36 128 310 347 350 421 557 585 671 838 930 961 1015 1084 1092 1181 1345 1530 1560 1560 1592 1593 1593 1697 1767 1908 1990
34:77:18,128 130 282 476 710 1054 1055 1143 1149 1222 1315 1316 1732 1815 1816 1835
16,242 739 1593
82,815 1513 1513 1530 1686 1869
29,0 581 598 600 846 1139 1202 1209 1491 1834 1874 1974 1976
17:18,0 16 128 162 443 537 579 658 760 1055 1136 1212 1753 1765 1815 1844 1869
34:18,326 476 549 599 906 992 1411 1530
25,0 0 17 36 86 347 350 367 374 385 390 470 470 562 707 795 1014 1029 1181 1242 1432 1438 1446 1530 1578 1592 1598 1659 1697 1784 1869 1983
25,0 0 390 433 690 1028 1028 1181 1466 1592 1990
16,0 350 374 860 1045 1638
25,0 58 260 683 691 838 1046 1145 1473 1581 1656 1877
25,0 374 690 1181 1592 1593 1875 1990
25,390 1028 1181 1360 1592 1767 1990
25,374 1028 1181 1360 1360
25,86 1267 1432 1581
25,1181 1536
25,374 470 1052 1432
26,0 0 128 161 161 420 443 598 883 883 1139 1140 1530 1604
46,0 86 161 161 260 350 374 409 497 836 839 891 955 1357 1491 1659 1685 1990
18,0 0 378 513 549 549 660 660 716 729 729 846 860 930 992 1002 1042 1055 1056 1056 1081 1171 1253 1261 1318 1411 1411 1412 1530 1580 1616 1766 1787 1815 1835 1869 1918
25,0 0 274 350 377 470 502 568 745 784 838 839 961 1140 1181 1256 1360 1386 1411 1513 1530 1592 1592 1767 1990
69,502 1423 1457 1513 1530 1869
25,374 1181 1990
16,0 128 180 1043 1092 1687 1697
11,0 7 39 86 145 160 292 366 376 377 421 452 452 589 653 660 683 707 839 860 1048 1136 1267 1476 1530 1530 1536 1571 1579 1592 1869 1869 1991
17,0 128 128 130 135 221 229 282 409 524 537 754 946 980 1052 1055 1143 1150 1171 1315 1343 1411 1412 1530 1869 1936
25,374 497 1028 1028 1181 1360 1360 1583 1990
17,0 0 86 128 128 130 130 135 161 221 232 409 754 799 860 946 946 971 992 1014 1015 1042 1055 1145 1145 1171 1207 1300 1315 1411 1411 1412 1592 1869 1936 1990 1991
16,0 260 274 381 424 946 1036 1052 1207 1345 1530 1592 1593 1676
0,128 161 161 282 443 1834
16,0 0 11 130 220 221 221 237 244 244 245 245 349 349 350 374 435 513 523 524 529 546 620 635 635 636 636 660 675 729 741 763 861 890 890 891 891 946 957 961 975 1020 1092 1212 1220 1256 1297 1300 1330 1476 1507 1517 1530 1530 1563 1576 1580 1592 1645 1646 1676 1719 1732 1762 1869 1974
45,237 579 599 1015 1530 1869 1936
0,0 0 11 36 59 80 86 100 240 241 248 351 353 354 362 365 376 409 410 446 449 469 497 514 521 529 577 620 636 660 681 729 763 791 839 846 846 861 880 889 890 890 891 891 1042 1055 1056 1149 1207 1212 1213 1220 1227 1295 1341 1346 1355 1357 1358 1435 1450 1476 1530 1530 1530 1536 1565 1566 1567 1638 1644 1645 1688 1694 1811 1834 1834 1869 1869 1869 1878 1983 1990
21:22,0 240 363 412 491 729 890 891 1139 1530 1657 1687 1815 1869
25,58 691 1181 1534 1990
25,1181 1579
16,0 242 349 350 589 635 729 729 1676 1975
16,0 237 347 350 369 523 549 636 684 739 861 946 1256 1562 1566 1593 1593 1676 1697 1994
25,374 1028 1028 1181 1990
1:5,0 0 80 532 637 783 791 1016 1034 1052 1103 1234 1255 1261 1357 1455 1530 1990 1991
25,0 0 159 180 282 282 300 350 350 374 502 502 553 558 620 625 625 679 784 796 858 863 996 1043 1210 1214 1256 1386 1450 1476 1491 1530 1563 1565 1592 1592 1593 1627 1687 1707 1753 1765 1990 1994
27,0 0 350 374 424 702 702 783 956 1033 1103 1234 1530 1580 1684 1790 1877 1877 1990
1:11,549
25,86 1052 1432 1884
25,0 374 1181 1358 1536 1592 1767 1990
13,0 17 36 254 254 255 255 292 292 349 452 469 534 636 771 846 1036 1056 1213 1267 1530 1530 1762 1834 1869 1869
25,374 529 1028 1181 1360 1767
12,0 86 89 220 493 509 522 711 743 890 1234 1438 1530 1688 1738 1878 1944
16,0 0 44 154 180 180 240 274 350 374 467 598 739 999 1080 1081 1103 1207 1530 1530 1592 1649 1656 1697 1815 1869
16,221 242 739 1753 1877
16,274 374 557 839
0,0 292 300 300 348 365 546 1212 1266 1330 1815 1820 1834 1978
25,29 350 377 581 681 723 723 1052 1181 1345 1357 1360 1386 1479 1530 1647 1767 1976
34:18,476 558
7,0 88 88 348 379 508 509 521 542 545 545 546 568 579 658 658 659 667 710 711 733 783 883 1346 1357 1357 1380 1450 1491 1556 1565 1653 1863 1869 1933 1944 1945 1990 1990
4:1,0 86 242 673 733 1638 1646 1834
2:46:3,0 0 17 29 89 161 161 238 260 292 299 349 350 374 491 508 532 532 558 579 605 616 660 665 686 690 701 701 729 754 784 865 920 955 961 1028 1043 1055 1104 1139 1214 1215 1215 1257 1302 1302 1358 1386 1423 1432 1447 1455 1467 1530 1530 1536 1659 1767 1790 1869 1877 1990
1:14,0 0 160 189 416 531 814 825 905 1202 1990
25,129 161 686 690 1028 1028 1029 1181 1181 1297 1360 1360 1386 1530 1536 1583 1701 1990
29,0 150 314 452 616 858 957 1052 1202 1273 1530 1687 1811 1869 1874 1936 1936
3,0 89 428 701 701 881 1163 1356 1455 1455 1869 1930
2,0 0 25 36 349 424 425 428 454 536 557 838 1014 1036 1080 1117 1140 1192 1215 1215 1234 1467 1530 1530 1566 1580 1687 1731 1762 1936
17,128 254 1411 1518
25,508 691 858 865 1028 1028 1181 1195 1990
16,350 861 1092 1297
17,128 1171 1403 1411
25,376 536 598 681 701 1028 1028 1181 1215 1877
60:4:1:23:43:11:14,0 29 209 303 303 334 424 525 532 557 673 733 883 1052 1326 1513 1541 1598 1646 1653 1863 1869 1875 1875 1936 1944
25,620 838 860 1028 1028 1181 1335 1360 1530 1536 1767 1990
16,119 244 255 350 524 1566 1762
4:1,0 748 920 1052 1350 1530 1646 1869
25,0 0 691 754 1028 1181 1386 1536 1592 1592 1767
17:18,128 128 162 162 241 537 1016 1034 1055 1136 1143 1412 1815 1869 1983
25,1028 1028 1029 1181 1536 1990
18,0 128 154 161 162 237 241 242 282 408 476 599 600 660 684 813 865 890 1052 1811 1815 1835 1844
88,1411 1513 1530 1869
25,374 1028 1028 1181 1990
16,0 36 254 653 681 1021 1046 1227 1530 1699 1731 1775 1784 1877
25,600 799 1014 1028 1028 1181 1181 1360 1360 1386 1767 1990
26:0,0 161 161 260 433 443 497 616 624 658 660 665 673 729 1021 1030 1034 1042 1052 1139 1181 1209 1362 1386 1513 1784 1990
25,1028 1028 1181 1536 1990
25,374 1028 1360
25,374 1077 1181
16,0 44 59 59 135 240 326 334 347 350 425 549 655 739 780 1052 1055 1330 1592 1593 1899 1899 1990
11,0 0 32 36 128 154 303 303 304 350 624 636 1014 1186 1326 1364 1614 1811 1970 1974 1978 1990
25,0 347 446 470 1052 1297 1432 1487 1697
25,0 0 294 701 1028 1028 1181 1215 1467 1592 1869 1990
1,1212 1884
25,1028 1028 1181
21:4:44:1:23:5:24,0 59 160 360 378 412 524 589 589 739 741 741 814 835 838 909 961 970 1042 1046 1056 1139 1171 1171 1227 1318 1357 1530 1530 1571 1693 1811 1869 1990
18:0,0 0 0 2 11 36 59 86 116 161 180 194 220 250 254 349 377 379 407 409 449 476 476 491 513 514 514 553 569 598 624 637 658 659 660 667 683 711 729 745 763 784 791 795 796 805 819 832 861 890 890 891 891 955 971 1030 1036 1042 1055 1081 1084 1117 1139 1140 1149 1179 1213 1213 1253 1300 1315 1318 1342 1343 1357 1361 1432 1455 1491 1491 1493 1530 1530 1530 1536 1576 1595 1614 1644 1646 1674 1688 1713 1815 1816 1834 1834 1869 1878 1918 1936 1944 1990
25,0 0 5 5 17 38 59 89 121 161 245 250 254 349 350 350 374 379 408 423 532 585 605 671 690 763 783 846 863 917 920 999 1004 1016 1021 1028 1029 1030 1034 1046 1055 1097 1136 1170 1181 1185 1202 1227 1267 1295 1300 1339 1342 1363 1386 1412 1455 1467 1476 1530 1530 1566 1580 1688 1732 1755 1760 1811 1811 1869 1878 1894 1976 1978 1990 1990 1991
2,0 1346 1403 1815
25,374 1181 1990
