16,768 1126 1292 1476 1593 1633
23:24:10,664 788 1307 1312 1593 1767 1796 1869 1910
25,65 1003 1126 1258 1319 1473
18,216 815 905 1303 1837 1932
16,692 1126 1166 1173 1433 1609 1791
16,487 788 1126 1464 1649
26:0,247 966 1073 1296 1478 1814 1847
25,4 266 629 1126 1365 1641
68,199 1630 1673 1765
25,35 746 1126 1231 1258 1867
16,309 788 1003 1141
42:0,559 600 653 1033 1312 1398 1837
2:25:27,20 58 752 966 970 1307 1312 1365 1366 1597
25,629 867 1126 1472 1523
16,121 159 270 1056 1126 1837
34:77:18,360 579 893 1005 1280 1838
16,2 24 97 370 563 632 867 1284 1365 1401 1649
82,3 24 52 78 746 934 1204 1365 1578 1593 1727 1837 1869
29,103 736 747 966 1365 1776 1837 1878
17:18,46 237 590 792 1047 1155 1204 1211 1738 1869
34:18,209 449 639 710 748 1016 1039 1089 1496 1593 1609 1837
25,629 1126 1311
25,41 582 693 967 1118 1126 1545 1983
16,124 1126 1141
25,184 774 1222 1362 1641 1706
25,65 519 1126 1258 1473 1881 1904
25,39 452 1126 1258 1282 1983
25,37 41 519 1031 1118 1126 1473
25,786 967 1126 1362 1474 1641
25,37 41 967 1031 1126 1258 1473
25,519 629 1126 1472
26,260 747 966 1021 1361 1593 1770
46,391 559 1034 1708 1837 1867
18,3 24 79 104 224 634 1079 1737 1932
25,526 606 893 903 910 1126 1258
69,78 148 296 604 660 746 966 1031 1365 1503 1534 1578 1593 1869 1875
25,39 519 923 1126 1282 1983
16,124 199 406 1126 1139 1782 1837
11,397 509 1593 1869
17,4 66 270 281 559 1110 1365 1496 1837
25,65 519 774 1118 1126 1473
17,4 24 237 275 777 1047 1298 1365 1496 1869
16,914 966 973 1721 1815
0,20 269 590 966 1241 1294 1847
16,199 372 484 966 1033 1260 1299 1802 1926
45,32 362 634 734 746 748 966 1114 1204 1593 1609 1869 1943
0,624 893 966 1033 1108 1182 1260 1298 1837
21:22,229 292 646 1033 1550 1593 1837 1869
25,184 1126 1258 1296 1452 1858 1983
25,23 41 582 967 983 1126 1473 1638
16,370 856 1008 1998
16,94 150 174 893 995 1010 1064 1126 1296 1365
25,519 1118 1126 1983
2:11,3 6 16 21 30 62 214
1:5,20 100 966 1122 1443
25,23 414 660 765 910 1126 1630
